,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire,Current Status Date,Status,Pass_Fail,passfail_prediction
1439,Elliott,2E319,Male,LR,B,2019-07-21,Mildred - 1M315 - LRBF,Haskell - 6H417 - LRBM,2019-09-23,Released,False,0.4925235778478942
1440,Evelyn (Nori),3E319,Female,LR,B,2019-07-21,Mildred - 1M315 - LRBF,Haskell - 6H417 - LRBM,2019-09-23,Released,False,0.4925235778478942
1442,Elle,7E319,Female,LR,Y,2019-07-21,Mildred - 1M315 - LRBF,Haskell - 6H417 - LRBM,2021-09-01,Released,False,0.4925235778478942
1443,Dag,1D319,Male,LR,Y,2019-07-17,Ode - 3O317 - LRYF,Jasper - 4JJ17 - LRYM,2019-09-17,Released,False,0.4280676803496658
1444,Denny,2D319,Male,LR,Y,2019-07-17,Ode - 3O317 - LRYF,Jasper - 4JJ17 - LRYM,2019-09-23,Released,False,0.4280676803496658
1445,Dolly,3D319,Female,LR,Y,2019-07-17,Ode - 3O317 - LRYF,Jasper - 4JJ17 - LRYM,2022-03-03,Released,False,0.4280676803496658
1447,Dakota (Gleason 2009),4D319,Male,LR,Y,2019-07-17,Ode - 3O317 - LRYF,Jasper - 4JJ17 - LRYM,2021-11-18,Other School,True,0.4280676803496658
1450,Clinton,6C319,Male,LR,Y,2019-07-16,Emerald - 7E15 - LRYF,Octane - P - 5O416 - LRYM,2022-02-12,Graduated,True,0.44682768108039606
1451,Colt (Loki),7C319,Male,LR,Y,2019-07-16,Emerald - 7E15 - LRYF,Octane - P - 5O416 - LRYM,2019-09-18,Released,False,0.44682768108039606
1453,Clooney,9C319,Male,LR,Y,2019-07-16,Emerald - 7E15 - LRYF,Octane - P - 5O416 - LRYM,2021-10-25,Released,False,0.44682768108039606
1454,Clyde,10C319,Male,LR,Y,2019-07-16,Emerald - 7E15 - LRYF,Octane - P - 5O416 - LRYM,2022-02-26,Graduated,True,0.44682768108039606
1455,Cam,11C319,Female,LR,Y,2019-07-16,Emerald - 7E15 - LRYF,Octane - P - 5O416 - LRYM,2022-03-12,Graduated,True,0.44682768108039606
1457,Colonel,2C319,Male,LR,Y,2019-07-16,Emerald - 7E15 - LRYF,Octane - P - 5O416 - LRYM,2022-07-08,Graduated,True,0.44682768108039606
1458,Cashew,3C319,Female,LR,Y,2019-07-16,Emerald - 7E15 - LRYF,Octane - P - 5O416 - LRYM,2021-06-03,Released,False,0.44682768108039606
1459,Caeser,4C319,Male,LR,Y,2019-07-16,Emerald - 7E15 - LRYF,Octane - P - 5O416 - LRYM,2022-02-21,Graduated,True,0.44682768108039606
1461,Bridgette (Fern 2003),7B319,Female,LR,Y,2019-07-11,Leah - 3LL17 - LRYF,Zinc - 8ZZ17 - LRYM,2020-11-18,Other School,True,0.5792684582910939
1462,Brutus,2B319,Male,LR,Y,2019-07-11,Leah - 3LL17 - LRYF,Zinc - 8ZZ17 - LRYM,2022-03-26,Graduated,True,0.5792684582910939
1463,Bud,3B319,Male,LR,Y,2019-07-11,Leah - 3LL17 - LRYF,Zinc - 8ZZ17 - LRYM,2022-03-26,Graduated,True,0.5792684582910939
1464,Blanco,8B319,Male,LR,Y,2019-07-11,Leah - 3LL17 - LRYF,Zinc - 8ZZ17 - LRYM,2022-04-09,Graduated,True,0.5792684582910939
1465,Breeze,9B319,Female,LR,Y,2019-07-11,Leah - 3LL17 - LRYF,Zinc - 8ZZ17 - LRYM,2021-02-18,Other School,True,0.5792684582910939
1466,Babs (Sandy),4B319,Female,LR,Y,2019-07-11,Leah - 3LL17 - LRYF,Zinc - 8ZZ17 - LRYM,2019-09-06,Released,False,0.5792684582910939
1467,Buffy,5B319,Female,LR,Y,2019-07-11,Leah - 3LL17 - LRYF,Zinc - 8ZZ17 - LRYM,2022-01-29,Graduated,True,0.5792684582910939
1468,Bo,10B319,Male,LR,Y,2019-07-11,Leah - 3LL17 - LRYF,Zinc - 8ZZ17 - LRYM,2022-05-05,Graduated,True,0.5792684582910939
1469,Bradley (Ruckus 2004),11B319,Male,LR,Y,2019-07-11,Leah - 3LL17 - LRYF,Zinc - 8ZZ17 - LRYM,2021-11-18,Other School,True,0.5792684582910939
1471,Avalon (Isabell),6A319,Female,LR,B,2019-07-05,Vickie - 2V15 - LRYF,Jody - 3J15 - LRBM,2020-09-08,Released,False,0.36927263275590083
1472,April,4A319,Female,LR,B,2019-07-05,Vickie - 2V15 - LRYF,Jody - 3J15 - LRBM,2021-05-03,Graduated,True,0.36927263275590083
1473,Azalea,1A319,Female,LR,Y,2019-07-05,Vickie - 2V15 - LRYF,Jody - 3J15 - LRBM,2021-07-08,Released,False,0.36927263275590083
1474,Anya (Claudette 2002),2A319,Female,LR,Y,2019-07-05,Vickie - 2V15 - LRYF,Jody - 3J15 - LRBM,2021-11-18,Other School,True,0.36927263275590083
1475,Apex,3A319,Male,LR,B,2019-07-05,Vickie - 2V15 - LRYF,Jody - 3J15 - LRBM,2021-04-16,Released,False,0.36927263275590083
1476,Zima (Isla),3ZZ19,Female,LR,Y,2019-07-03,Oriana - 2O317 - LRYF,Zinc - 8ZZ17 - LRYM,2019-08-27,Released,False,0.19107278020527016
1477,Zane,4ZZ19,Male,LR,Y,2019-07-03,Oriana - 2O317 - LRYF,Zinc - 8ZZ17 - LRYM,2022-05-29,Graduated,True,0.19107278020527016
1478,Zachary,5ZZ19,Male,LR,Y,2019-07-03,Oriana - 2O317 - LRYF,Zinc - 8ZZ17 - LRYM,2022-03-15,Released,False,0.19107278020527016
1479,Zorro,1ZZ19,Male,LR,Y,2019-07-03,Oriana - 2O317 - LRYF,Zinc - 8ZZ17 - LRYM,2021-10-11,Released,False,0.19107278020527016
1480,Zion (Rocky),2ZZ19,Male,LR,Y,2019-07-03,Oriana - 2O317 - LRYF,Zinc - 8ZZ17 - LRYM,2019-08-27,Released,False,0.19107278020527016
1481,Wiggins,8WW19,Male,LR,B,2019-07-02,Mallory - S - 5M16 - LRYF,Haskell - 6H417 - LRBM,2022-07-28,Released,False,0.4181015882774519
1482,Wesla,4WW19,Female,LR,Y,2019-07-02,Mallory - S - 5M16 - LRYF,Haskell - 6H417 - LRBM,2021-11-01,Released,False,0.4181015882774519
1483,Wilson (Mickey 1979),5WW19,Male,LR,Y,2019-07-02,Mallory - S - 5M16 - LRYF,Haskell - 6H417 - LRBM,2021-01-12,Other School,True,0.4181015882774519
1484,Winefred,7WW19,Female,LR,Y,2019-07-02,Mallory - S - 5M16 - LRYF,Haskell - 6H417 - LRBM,2021-12-18,Graduated,True,0.4181015882774519
1485,Wembley (Broadway 1978),1WW19,Male,LR,B,2019-07-02,Mallory - S - 5M16 - LRYF,Haskell - 6H417 - LRBM,2020-05-13,Other School,True,0.4181015882774519
1486,Westley,2WW19,Male,LR,Y,2019-07-02,Mallory - S - 5M16 - LRYF,Haskell - 6H417 - LRBM,2022-01-29,Graduated,True,0.4181015882774519
1487,Vesta (Gracie 1981),1VV19,Female,LR,Y,2019-06-26,Courtney - 8C414 - LRBF,Zinc - 8ZZ17 - LRYM,2021-11-18,Other School,True,0.384959323096543
1488,Vulcan,5VV19,Male,LR,B,2019-06-26,Courtney - 8C414 - LRBF,Zinc - 8ZZ17 - LRYM,2020-04-20,Released,False,0.384959323096543
1490,Viva,6VV19,Female,LR,Y,2019-06-26,Courtney - 8C414 - LRBF,Zinc - 8ZZ17 - LRYM,2021-08-20,Released,False,0.384959323096543
1491,Velour (Ember 1980),2VV19,Female,LR,B,2019-06-26,Courtney - 8C414 - LRBF,Zinc - 8ZZ17 - LRYM,2020-10-20,Other School,True,0.384959323096543
1492,Vincent,4VV19,Male,LR,B,2019-06-26,Courtney - 8C414 - LRBF,Zinc - 8ZZ17 - LRYM,2021-11-20,Graduated,True,0.384959323096543
1494,Tywin (Brody),2TT19,Male,LR,B,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2019-08-09,Released,False,0.4759439562267746
1495,Theodore,8TT19,Male,LR,Y,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2022-07-02,Graduated,True,0.4759439562267746
1496,Tabitha,7TT19,Female,LR,Y,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2022-02-19,Graduated,True,0.4759439562267746
1497,Triscuit,12TT19,Female,LR,Y,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2022-03-18,Graduated,True,0.4759439562267746
1498,Tommy,6TT19,Male,LR,B,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2022-07-10,Graduated,True,0.4759439562267746
1499,Theon (Knight 1975),5TT19,Male,LR,B,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2021-11-18,Other School,True,0.4759439562267746
1500,Trudy,4TT19,Female,LR,B,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2022-02-12,Graduated,True,0.4759439562267746
1501,Tonka (Obie),11TT19,Male,LR,B,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2020-10-26,Released,False,0.4759439562267746
1502,Tang,10TT19,Female,LR,B,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2020-01-13,Released,False,0.4759439562267746
1503,Trinity (Malley),9TT19,Female,LR,B,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2021-12-06,Released,False,0.4759439562267746
1504,Topaz,3TT19,Female,LR,Y,2019-06-14,Cheryl - 4CC17 - LRBF,Octane - P - 5O416 - LRYM,2021-11-20,Graduated,True,0.4759439562267746
1505,Serina,8SS19,Female,LR,B,2019-06-11,Lizzie - 6L315 - LRBF,Coaster - 2C317 - LRYM,2021-12-18,Graduated,True,0.3211611749036294
1506,Sprout,3SS19,Male,LR,B,2019-06-11,Lizzie - 6L315 - LRBF,Coaster - 2C317 - LRYM,2021-07-14,Released,False,0.3211611749036294
1507,Shiloe (Coleman 1977),2SS19,Male,LR,B,2019-06-11,Lizzie - 6L315 - LRBF,Coaster - 2C317 - LRYM,2020-05-13,Other School,True,0.3211611749036294
1508,Sherbert,7SS19,Female,LR,B,2019-06-11,Lizzie - 6L315 - LRBF,Coaster - 2C317 - LRYM,2022-02-11,Graduated,True,0.3211611749036294
1509,Sonnet (Cameron 1976),6SS19,Female,LR,B,2019-06-11,Lizzie - 6L315 - LRBF,Coaster - 2C317 - LRYM,2020-08-18,Other School,True,0.3211611749036294
1510,Silas,1SS19,Male,LR,B,2019-06-11,Lizzie - 6L315 - LRBF,Coaster - 2C317 - LRYM,2020-08-20,Released,False,0.3211611749036294
1511,Samson,5SS19,Male,LR,B,2019-06-11,Lizzie - 6L315 - LRBF,Coaster - 2C317 - LRYM,2022-01-04,Released,False,0.3211611749036294
1512,Salem,4SS19,Male,LR,B,2019-06-11,Lizzie - 6L315 - LRBF,Coaster - 2C317 - LRYM,2022-01-10,Released,False,0.3211611749036294
1513,Rose,3RR19,Female,LR,B,2019-06-08,Bianca - P - 5B317 - LRYF,Jason - 7J17 - LRBM,2021-09-24,Graduated,True,0.21744197318516637
1514,Rocky,1RR19,Male,LR,Y,2019-06-08,Bianca - P - 5B317 - LRYF,Jason - 7J17 - LRBM,2020-12-16,Released,False,0.21744197318516637
1515,Rudy (Morrissey 1974),5RR19,Male,LR,Y,2019-06-08,Bianca - P - 5B317 - LRYF,Jason - 7J17 - LRBM,2021-11-18,Other School,True,0.21744197318516637
1516,Rourke (Prince 1969),4RR19,Male,LR,Y,2019-06-08,Bianca - P - 5B317 - LRYF,Jason - 7J17 - LRBM,2021-11-18,Other School,True,0.21744197318516637
1517,Rupert (Cooper),2RR19,Male,LR,B,2019-06-08,Bianca - P - 5B317 - LRYF,Jason - 7J17 - LRBM,2019-07-30,Released,False,0.21744197318516637
1518,Radley,6RR19,Male,LR,Y,2019-06-08,Bianca - P - 5B317 - LRYF,Jason - 7J17 - LRBM,2021-11-01,Released,False,0.21744197318516637
1519,Reggie,7RR19,Male,LR,B,2019-06-08,Bianca - P - 5B317 - LRYF,Jason - 7J17 - LRBM,2020-06-08,Released,False,0.21744197318516637
1520,Quanto,7QQ19,Male,LR,B,2019-06-06,Haven - 2H15 - LRBF,Zinc - 8ZZ17 - LRYM,2022-01-15,Graduated,True,0.5544372496639074
1521,Quasar,6QQ19,Male,LR,B,2019-06-06,Haven - 2H15 - LRBF,Zinc - 8ZZ17 - LRYM,2022-07-29,Graduated,True,0.5544372496639074
1522,Quinnah,5QQ19,Female,LR,Y,2019-06-06,Haven - 2H15 - LRBF,Zinc - 8ZZ17 - LRYM,2021-08-10,Released,False,0.5544372496639074
1524,Quigley,3QQ19,Male,LR,Y,2019-06-06,Haven - 2H15 - LRBF,Zinc - 8ZZ17 - LRYM,2020-12-08,Released,False,0.5544372496639074
1525,Quill (Sophie 1970),2QQ19,Female,LR,B,2019-06-06,Haven - 2H15 - LRBF,Zinc - 8ZZ17 - LRYM,2021-11-18,Other School,True,0.5544372496639074
1526,Quince (Matty 1968),1QQ19,Male,LR,B,2019-06-06,Haven - 2H15 - LRBF,Zinc - 8ZZ17 - LRYM,2021-11-18,Other School,True,0.5544372496639074
1527,Portia,4PP19,Female,GS,SABL,2019-06-05,Prism - 8PP12 - GSB&TF,Rommel - ROMMEL - GSSABLM *NOP*,2021-07-20,Released,False,0.39052042373062273
1528,Penelope,3PP19,Female,GS,SABL,2019-06-05,Prism - 8PP12 - GSB&TF,Rommel - ROMMEL - GSSABLM *NOP*,2019-07-31,Released,False,0.39052042373062273
1529,Phoenix,1PP19,Female,GS,SABL,2019-06-05,Prism - 8PP12 - GSB&TF,Rommel - ROMMEL - GSSABLM *NOP*,2021-02-19,Released,False,0.39052042373062273
1532,Opa (Ruby 1967),3OO19,Female,LR,B,2019-06-03,Halo - 3H15 - LRBF,Chester - 1CC15 - LRBM,2021-11-18,Other School,True,0.47906351893342797
1533,Osa,4OO19,Female,LR,B,2019-06-03,Halo - 3H15 - LRBF,Chester - 1CC15 - LRBM,2022-02-26,Graduated,True,0.47906351893342797
1535,Orzo (Savannah 1971),1OO19,Female,LR,B,2019-06-03,Halo - 3H15 - LRBF,Chester - 1CC15 - LRBM,2020-03-23,Other School,True,0.47906351893342797
1536,Olympus,2OO19,Female,LR,B,2019-06-03,Halo - 3H15 - LRBF,Chester - 1CC15 - LRBM,2019-07-26,Released,False,0.47906351893342797
1538,Navy,1NN19,Male,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2020-10-23,Released,False,0.30915124092006385
1539,Nari,2NN19,Female,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2021-12-20,Graduated,True,0.30915124092006385
1540,Nayla,3NN19,Female,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2021-07-17,Graduated,True,0.30915124092006385
1541,Nikos,4NN19,Male,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2019-07-22,Released,False,0.30915124092006385
1542,Nia,5NN19,Female,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2019-08-01,Other School,True,0.30915124092006385
1543,Nissan,6NN19,Male,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2020-07-24,Released,False,0.30915124092006385
1544,Nougat,9NN19,Male,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2019-08-01,Other School,True,0.30915124092006385
1545,Nina,8NN19,Female,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2021-08-14,Graduated,True,0.30915124092006385
1546,Norbert,7NN19,Male,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2021-03-12,Graduated,True,0.30915124092006385
1547,Nuri (Willie),10NN19,Male,GS,B&T,2019-05-28,Daria GDBA - 1X15 - GSB&TF,Chase - 6C315 - GSB&TM,2019-07-25,Released,False,0.30915124092006385
1548,Mia,6MM19,Female,LR,B,2019-05-21,Edna - S - 1EE17 - LRBF,Higgins - 4H17 - LRBM,2020-02-11,Released,False,0.2016907780544916
1549,Minnie (Chelsie 1966),5MM19,Female,LR,B,2019-05-21,Edna - S - 1EE17 - LRBF,Higgins - 4H17 - LRBM,2021-11-18,Other School,True,0.2016907780544916
1550,Marie,7MM19,Female,LR,Y,2019-05-21,Edna - S - 1EE17 - LRBF,Higgins - 4H17 - LRBM,2020-10-19,Released,False,0.2016907780544916
1551,Mack,8MM19,Male,LR,B,2019-05-21,Edna - S - 1EE17 - LRBF,Higgins - 4H17 - LRBM,2019-07-18,Released,False,0.2016907780544916
1552,Meadow,4MM19,Female,LR,Y,2019-05-21,Edna - S - 1EE17 - LRBF,Higgins - 4H17 - LRBM,2021-07-03,Graduated,True,0.2016907780544916
1553,Martha,3MM19,Female,LR,B,2019-05-21,Edna - S - 1EE17 - LRBF,Higgins - 4H17 - LRBM,2019-07-19,Released,False,0.2016907780544916
1554,Mandy,2MM19,Female,LR,B,2019-05-21,Edna - S - 1EE17 - LRBF,Higgins - 4H17 - LRBM,2019-07-19,Released,False,0.2016907780544916
1556,Lingo,5LL19,Male,LR,Y,2019-05-14,Sophia - S - 5S413 - LRYF,Coaster - 2C317 - LRYM,2022-02-16,Released,False,0.571060915011533
1557,Linus,4LL19,Male,LR,Y,2019-05-14,Sophia - S - 5S413 - LRYF,Coaster - 2C317 - LRYM,2022-02-24,Graduated,True,0.571060915011533
1558,Lamar,1LL19,Male,LR,Y,2019-05-14,Sophia - S - 5S413 - LRYF,Coaster - 2C317 - LRYM,2021-07-28,Released,False,0.571060915011533
1559,Lawson (Rex),3LL19,Male,LR,Y,2019-05-14,Sophia - S - 5S413 - LRYF,Coaster - 2C317 - LRYM,2019-07-11,Released,False,0.571060915011533
1560,Lux,8LL19,Male,LR,Y,2019-05-14,Sophia - S - 5S413 - LRYF,Coaster - 2C317 - LRYM,2021-04-28,Released,False,0.571060915011533
1561,Jackie,1KK19,Female,LR,Y,2019-05-10,Bette - 4BB15 - LRBF,Charlie - 10CC17 - LRYM,2021-07-15,Released,False,0.4174513277966707
1562,Kiki,7KK19,Female,LR,B,2019-05-10,Bette - 4BB15 - LRBF,Charlie - 10CC17 - LRYM,2022-04-03,Graduated,True,0.4174513277966707
1563,Kenner,6KK19,Male,LR,Y,2019-05-10,Bette - 4BB15 - LRBF,Charlie - 10CC17 - LRYM,2022-02-26,Graduated,True,0.4174513277966707
1564,Keds,5KK19,Male,LR,Y,2019-05-10,Bette - 4BB15 - LRBF,Charlie - 10CC17 - LRYM,2021-05-18,Released,False,0.4174513277966707
1565,Kismet (Odin),4KK19,Male,LR,Y,2019-05-10,Bette - 4BB15 - LRBF,Charlie - 10CC17 - LRYM,2020-04-15,Released,False,0.4174513277966707
1566,Kia (Pearl),3KK19,Female,LR,Y,2019-05-10,Bette - 4BB15 - LRBF,Charlie - 10CC17 - LRYM,2019-07-01,Released,False,0.4174513277966707
1567,Kinley (Franklin 1962),2KK19,Male,LR,Y,2019-05-10,Bette - 4BB15 - LRBF,Charlie - 10CC17 - LRYM,2021-11-18,Other School,True,0.4174513277966707
1569,Jackson (Rigby),6JJ19,Male,LR,Y,2019-05-07,Willa - 7WW15 - LRBF,Sierra KNGF - SIERRA - LRBM *NOP*,2019-06-28,Released,False,0.5539574357029369
1570,Judd,3JJ19,Male,LR,B,2019-05-07,Willa - 7WW15 - LRBF,Sierra KNGF - SIERRA - LRBM *NOP*,2021-08-26,Released,False,0.5539574357029369
1571,Jute (Bruce Wayne 1961),4JJ19,Male,LR,B,2019-05-07,Willa - 7WW15 - LRBF,Sierra KNGF - SIERRA - LRBM *NOP*,2021-08-03,Other School,True,0.5539574357029369
1572,Jets,2JJ19,Male,LR,B,2019-05-07,Willa - 7WW15 - LRBF,Sierra KNGF - SIERRA - LRBM *NOP*,2021-11-29,Released,False,0.5539574357029369
1573,Judy,5JJ19,Female,LR,B,2019-05-07,Willa - 7WW15 - LRBF,Sierra KNGF - SIERRA - LRBM *NOP*,2021-03-18,Released,False,0.5539574357029369
1574,Junie,1JJ19,Female,LR,B,2019-05-07,Willa - 7WW15 - LRBF,Sierra KNGF - SIERRA - LRBM *NOP*,2021-10-09,Graduated,True,0.5539574357029369
1575,Hula,2HH19,Female,LR,Y,2019-05-02,Mia GDB - 1X16 - LRYF,Jasper - 4JJ17 - LRYM,2021-04-20,Released,False,0.5642523619394555
1576,Hooper,1HH19,Male,LR,Y,2019-05-02,Mia GDB - 1X16 - LRYF,Jasper - 4JJ17 - LRYM,2022-03-23,Retired,True,0.5642523619394555
1578,Fenwick,2FF19,Male,LR,B,2019-04-24,Abba - 5AA15 - LRBF,Coaster - 2C317 - LRYM,2021-06-30,Released,False,0.4626790350602701
1579,Frank,1FF19,Male,LR,B,2019-04-24,Abba - 5AA15 - LRBF,Coaster - 2C317 - LRYM,2020-09-08,Released,False,0.4626790350602701
1580,Waylon,7GG19,Male,LR,Y,2019-04-24,Poem - 3P15 - LRYF,Oakland - 6O316 - LRYM,2021-12-04,Graduated,True,0.39524723875141954
1581,Blue,6GG19,Male,LR,Y,2019-04-24,Poem - 3P15 - LRYF,Oakland - 6O316 - LRYM,2021-05-11,Released,False,0.39524723875141954
1582,Garrett (Harley),5GG19,Male,LR,Y,2019-04-24,Poem - 3P15 - LRYF,Oakland - 6O316 - LRYM,2019-06-17,Released,False,0.39524723875141954
1583,Greta,3GG19,Female,LR,Y,2019-04-24,Poem - 3P15 - LRYF,Oakland - 6O316 - LRYM,2019-06-26,Released,False,0.39524723875141954
1584,Oxford,4GG19,Male,LR,Y,2019-04-24,Poem - 3P15 - LRYF,Oakland - 6O316 - LRYM,2022-06-10,Graduated,True,0.39524723875141954
1585,Merlin,8GG19,Male,LR,Y,2019-04-24,Poem - 3P15 - LRYF,Oakland - 6O316 - LRYM,2022-10-26,Graduated,True,0.39524723875141954
1586,Ginger,2GG19,Female,LR,Y,2019-04-24,Poem - 3P15 - LRYF,Oakland - 6O316 - LRYM,2021-05-25,Released,False,0.39524723875141954
1587,Mamie (Rex),1GG19,Female,LR,Y,2019-04-24,Poem - 3P15 - LRYF,Oakland - 6O316 - LRYM,2020-11-04,Released,False,0.39524723875141954
1589,Fitz (Riker 1960),7FF19,Male,LR,B,2019-04-24,Abba - 5AA15 - LRBF,Coaster - 2C317 - LRYM,2020-11-17,Other School,True,0.4626790350602701
1590,Fredo,5FF19,Male,LR,B,2019-04-24,Abba - 5AA15 - LRBF,Coaster - 2C317 - LRYM,2021-12-10,Graduated,True,0.4626790350602701
1591,Fresco,3FF19,Male,LR,Y,2019-04-24,Abba - 5AA15 - LRBF,Coaster - 2C317 - LRYM,2021-08-05,Released,False,0.4626790350602701
1592,Elko (Raffle 1959),2EE19,Male,LR,B,2019-04-12,Minka - 6MM17 - LRBF,Zinc - 8ZZ17 - LRYM,2021-11-18,Other School,True,0.28867582413033144
1593,Easter (Stella),3EE19,Female,LR,Y,2019-04-12,Minka - 6MM17 - LRBF,Zinc - 8ZZ17 - LRYM,2019-06-10,Released,False,0.28867582413033144
1594,Endora,1EE19,Female,LR,Y,2019-04-12,Minka - 6MM17 - LRBF,Zinc - 8ZZ17 - LRYM,2021-04-20,Released,False,0.28867582413033144
1596,Edwin,5EE19,Male,LR,B,2019-04-12,Minka - 6MM17 - LRBF,Zinc - 8ZZ17 - LRYM,2022-03-12,Graduated,True,0.28867582413033144
1597,Ellen (Bestie),8EE19,Female,LR,B,2019-04-12,Minka - 6MM17 - LRBF,Zinc - 8ZZ17 - LRYM,2019-06-10,Released,False,0.28867582413033144
1598,Ephram (Dozer),4EE19,Male,LR,Y,2019-04-12,Minka - 6MM17 - LRBF,Zinc - 8ZZ17 - LRYM,2019-06-13,Released,False,0.28867582413033144
1600,Dobbs,10DD19,Male,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2021-03-01,Other School,True,0.30915124092006385
1601,Dinah,7DD19,Female,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2020-09-30,Released,False,0.30915124092006385
1602,Denette,11DD19,Female,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2021-12-20,Retired,True,0.30915124092006385
1603,Digby,8DD19,Male,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2021-03-01,Other School,True,0.30915124092006385
1604,Drew,9DD19,Male,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2021-06-05,Graduated,True,0.30915124092006385
1605,Dory,5DD19,Female,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2021-07-04,Graduated,True,0.30915124092006385
1606,Devo (Dakota),1DD19,Male,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2019-06-05,Released,False,0.30915124092006385
1607,Danica,12DD19,Female,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2021-07-31,Graduated,True,0.30915124092006385
1609,Dougan,4DD19,Male,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2022-01-06,Retired,True,0.30915124092006385
1610,Dolly (Heidi),6DD19,Female,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2019-06-05,Released,False,0.30915124092006385
1611,Donner (Odin),2DD19,Male,GS,B&T,2019-04-08,Comet - 4C315 - GSB&TF,Guinness - 5G15 - GSB&TM,2019-06-28,Released,False,0.30915124092006385
1612,Charlotte,3CC19,Female,LR,B,2019-04-07,Wanda - S - 2WW15 - LRBF,Florian - S - 2F415 - LRYM,2020-06-30,Released,False,0.4618111790544339
1613,Clarence,7CC19,Male,LR,B,2019-04-07,Wanda - S - 2WW15 - LRBF,Florian - S - 2F415 - LRYM,2020-07-24,Released,False,0.4618111790544339
1614,Channing (Reilly 1958),6CC19,Male,LR,B,2019-04-07,Wanda - S - 2WW15 - LRBF,Florian - S - 2F415 - LRYM,2021-01-25,Other School,True,0.4618111790544339
1615,Cameron,4CC19,Male,LR,B,2019-04-07,Wanda - S - 2WW15 - LRBF,Florian - S - 2F415 - LRYM,2022-06-18,Graduated,True,0.4618111790544339
1616,Conway,8CC19,Male,LR,B,2019-04-07,Wanda - S - 2WW15 - LRBF,Florian - S - 2F415 - LRYM,2021-08-14,Graduated,True,0.4618111790544339
1617,Coda,1CC19,Male,LR,B,2019-04-07,Wanda - S - 2WW15 - LRBF,Florian - S - 2F415 - LRYM,2021-11-23,Graduated,True,0.4618111790544339
1618,Cider,5CC19,Female,LR,B,2019-04-07,Wanda - S - 2WW15 - LRBF,Florian - S - 2F415 - LRYM,2022-04-09,Graduated,True,0.4618111790544339
1619,Brady,2BB19,Male,LR,Y,2019-04-03,Rhett - 3RR16 - LRBF,Dom GDB - 2X16 - LRYM,2021-10-16,Graduated,True,0.4850464867564769
1620,Bayla,1BB19,Female,LR,B,2019-04-03,Rhett - 3RR16 - LRBF,Dom GDB - 2X16 - LRYM,2020-09-11,Released,False,0.4850464867564769
1621,Bliss (Coocha),3BB19,Female,LR,Y,2019-04-03,Rhett - 3RR16 - LRBF,Dom GDB - 2X16 - LRYM,2019-05-28,Released,False,0.4850464867564769
